Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
September 30 2024,Alexandria,VA,Passenger,3,0,3,71,74,4.05
June 30 2020,Goochland,VA,Passenger,2,1,3,281,284,1.06
July 31 2023,Lewis,WA,Truck,7,0,7,25951,25958,0.03
May 31 2021,Boone,MO,Passenger,0,1,1,9,10,10.00
March 31 2024,Orange,NC,Passenger,1,0,1,4,5,20.00
October 31 2019,Shelby,OH,Passenger,0,1,1,2,3,33.33
November 30 2024,Cowlitz,WA,Passenger,800,305,1105,68526,69631,1.59
November 30 2018,Kittitas,WA,Passenger,62,34,96,29274,29370,0.33
March 31 2020,Adams,WA,Passenger,7,7,14,12879,12893,0.11
April 30 2018,Los Angeles,CA,Passenger,4,4,8,1204,1212,0.66
November 30 2024,Moore,NC,Passenger,1,0,1,85,86,1.16
August 31 2022,Wilson,TX,Passenger,0,1,1,3,4,25.00
November 30 2019,Franklin,MA,Passenger,0,1,1,2,3,33.33
June 30 2021,Benton,WA,Passenger,516,393,909,136272,137181,0.66
December 31 2021,Kittitas,WA,Truck,0,0,0,14793,14793,0.00
July 31 2018,Queens,NY,Passenger,1,0,1,63,64,1.56
January 31 2023,St. Louis,MO,Passenger,2,0,2,64,66,3.03
January 31 2024,Santa Cruz,CA,Passenger,1,0,1,24,25,4.00
April 30 2024,Penobscot,ME,Passenger,0,1,1,4,5,20.00
January 31 2023,Galveston,TX,Passenger,1,1,2,21,23,8.70
March 31 2020,Klickitat,WA,Passenger,51,40,91,15592,15683,0.58
May 31 2020,Kitsap,WA,Truck,0,0,0,53834,53834,0.00
April 30 2024,Orange,FL,Passenger,3,0,3,43,46,6.52
June 30 2020,Montgomery,AL,Passenger,1,1,2,38,40,5.00
February 29 2024,Saratoga,NY,Passenger,1,1,2,37,39,5.13
October 31 2024,Monterey,CA,Truck,1,0,1,25,26,3.85
December 31 2020,Benton,WA,Truck,0,0,0,43187,43187,0.00
January 31 2019,Stevens,WA,Truck,0,0,0,18756,18756,0.00
June 30 2020,Pacific,WA,Passenger,33,33,66,15739,15805,0.42
May 31 2019,Santa Clara,CA,Passenger,8,1,9,384,393,2.29
January 31 2023,San Joaquin,CA,Passenger,1,1,2,97,99,2.02
November 30 2024,DeKalb,GA,Truck,1,0,1,0,1,100.00
December 31 2020,Chelan,WA,Passenger,278,89,367,54483,54850,0.67
December 31 2021,El Paso,TX,Passenger,3,0,3,382,385,0.78
January 31 2024,Maricopa,AZ,Passenger,16,3,19,747,766,2.48
April 30 2018,Charles,MD,Passenger,0,1,1,83,84,1.19
December 31 2022,Danville,VA,Passenger,1,0,1,0,1,100.00
September 30 2019,Ventura,CA,Passenger,0,2,2,320,322,0.62
March 31 2023,Harris,TX,Passenger,2,2,4,177,181,2.21
October 31 2024,Virginia Beach,VA,Passenger,3,2,5,383,388,1.29
December 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
April 30 2024,Pulaski,MO,Passenger,2,0,2,85,87,2.30
May 31 2017,Norfolk,MA,Passenger,1,0,1,41,42,2.38
September 30 2020,Camden,NJ,Passenger,0,1,1,23,24,4.17
June 30 2022,Riverside,CA,Passenger,10,0,10,525,535,1.87
June 30 2022,Benton,WA,Truck,3,0,3,43529,43532,0.01
October 31 2021,Clark,WA,Truck,0,0,0,83955,83955,0.00
April 30 2020,Pierce,WA,Passenger,2346,1674,4020,548397,552417,0.73
January 31 2022,Thurston,WA,Truck,3,0,3,55789,55792,0.01
March 31 2024,Muscogee,GA,Passenger,2,2,4,94,98,4.08
November 30 2020,Asotin,WA,Passenger,17,14,31,12396,12427,0.25
October 31 2017,Los Angeles,CA,Passenger,4,2,6,1260,1266,0.47
July 31 2022,Kitsap,WA,Truck,13,0,13,53255,53268,0.02
August 31 2019,Jefferson,NY,Passenger,0,1,1,215,216,0.46
December 31 2019,Tulsa,OK,Passenger,1,0,1,59,60,1.67
April 30 2020,Orange,FL,Passenger,1,0,1,135,136,0.74
October 31 2023,Lincoln,OR,Passenger,0,1,1,20,21,4.76
March 31 2022,DeKalb,GA,Passenger,1,0,1,60,61,1.64
April 30 2021,Sedgwick,KS,Passenger,1,1,2,93,95,2.11
December 31 2021,Platte,MO,Passenger,1,0,1,21,22,4.55
July 31 2023,Alexandria,VA,Passenger,3,0,3,97,100,3.00
February 28 2018,Marin,CA,Passenger,1,0,1,57,58,1.72
August 31 2019,Okanogan,WA,Truck,0,0,0,16473,16473,0.00
November 30 2024,Multnomah,OR,Passenger,1,1,2,327,329,0.61
April 30 2017,Lewis,WA,Truck,0,0,0,24805,24805,0.00
September 30 2020,Kittitas,WA,Passenger,112,48,160,29684,29844,0.54
February 29 2020,Tarrant,TX,Passenger,3,0,3,195,198,1.52
June 30 2018,Dallas,TX,Passenger,0,1,1,204,205,0.49
November 30 2021,Harnett,NC,Passenger,2,1,3,179,182,1.65
December 31 2024,Portsmouth,VA,Passenger,0,1,1,51,52,1.92
December 31 2021,Boone,MO,Passenger,0,1,1,10,11,9.09
September 30 2017,Grant,WA,Truck,0,0,0,25418,25418,0.00
November 30 2021,Multnomah,OR,Passenger,3,6,9,682,691,1.30
February 28 2022,Skagit,WA,Truck,1,0,1,32597,32598,0.00
June 30 2021,Stafford,VA,Passenger,2,1,3,107,110,2.73
December 31 2024,Clackamas,OR,Passenger,0,1,1,62,63,1.59
February 28 2022,Saratoga,NY,Passenger,1,0,1,44,45,2.22
April 30 2017,Santa Rosa,FL,Passenger,1,0,1,110,111,0.90
February 28 2023,Bell,TX,Passenger,1,0,1,303,304,0.33
May 31 2024,Montgomery,PA,Passenger,1,0,1,15,16,6.25
October 31 2021,Jefferson,WA,Truck,0,0,0,9588,9588,0.00
March 31 2021,San Juan,WA,Truck,0,0,0,5881,5881,0.00
June 30 2017,San Diego,CA,Passenger,5,2,7,2727,2734,0.26
October 31 2018,Stevens,WA,Truck,0,0,0,18709,18709,0.00
October 31 2021,Pend Oreille,WA,Truck,0,0,0,5675,5675,0.00
May 31 2021,Orange,CA,Passenger,5,3,8,469,477,1.68
May 31 2020,Snohomish,WA,Passenger,4400,1738,6138,533597,539735,1.14
September 30 2019,Hawaii,HI,Passenger,1,0,1,63,64,1.56
September 30 2019,Cochise,AZ,Passenger,0,1,1,108,109,0.92
October 31 2020,Mohave,AZ,Passenger,1,0,1,76,77,1.30
August 31 2018,Polk,FL,Passenger,1,0,1,69,70,1.43
November 30 2018,Suffolk,MA,Passenger,0,1,1,44,45,2.22
September 30 2023,Williamsburg,VA,Passenger,0,1,1,4,5,20.00
March 31 2022,Carson City,NV,Passenger,1,0,1,9,10,10.00
March 31 2021,New Haven,CT,Passenger,0,2,2,34,36,5.56
November 30 2019,Monroe,IL,Passenger,1,0,1,3,4,25.00
October 31 2023,King,WA,Passenger,66298,16133,82431,1317749,1400180,5.89
September 30 2021,Stevens,WA,Truck,0,0,0,18872,18872,0.00
December 31 2020,San Juan,WA,Truck,0,0,0,5870,5870,0.00
March 31 2023,Alameda,CA,Passenger,6,1,7,201,208,3.37
November 30 2021,Lewis,WA,Truck,0,0,0,26702,26702,0.00
April 30 2019,Grays Harbor,WA,Truck,0,0,0,20390,20390,0.00
February 29 2020,Alameda,CA,Passenger,3,1,4,300,304,1.32
October 31 2017,Spokane,WA,Passenger,286,235,521,298807,299328,0.17
November 30 2021,St. Louis,MO,Passenger,1,0,1,77,78,1.28
December 31 2017,New Haven,CT,Passenger,0,1,1,55,56,1.79
April 30 2018,Orleans,LA,Passenger,0,1,1,46,47,2.13
January 31 2021,Howard,MD,Passenger,0,1,1,75,76,1.32
September 30 2022,Jackson,OK,Passenger,0,1,1,38,39,2.56
May 31 2024,Marin,CA,Passenger,3,2,5,35,40,12.50
September 30 2022,Penobscot,ME,Passenger,0,2,2,9,11,18.18
May 31 2023,Penobscot,ME,Passenger,0,1,1,6,7,14.29
December 31 2023,Hawaii,HI,Passenger,1,0,1,30,31,3.23
March 31 2017,Pierce,WA,Truck,0,0,0,138132,138132,0.00
June 30 2018,Nueces,TX,Passenger,1,1,2,91,93,2.15
October 31 2023,Thurston,WA,Passenger,3594,1322,4916,189273,194189,2.53
October 31 2017,Okanogan,WA,Truck,0,0,0,16241,16241,0.00
March 31 2020,Kitsap,WA,Truck,1,0,1,54185,54186,0.00
June 30 2018,San Juan,WA,Passenger,145,61,206,14061,14267,1.44
October 31 2019,Mason,WA,Truck,0,0,0,20458,20458,0.00
August 31 2021,Lewis,WA,Truck,0,0,0,26733,26733,0.00
December 31 2019,Riverside,CA,Passenger,5,1,6,664,670,0.90
September 30 2018,Clay,FL,Passenger,0,1,1,91,92,1.09
January 31 2022,Stafford,VA,Passenger,2,1,3,101,104,2.88
March 31 2022,Palm Beach,FL,Passenger,1,1,2,59,61,3.28
September 30 2024,Douglas,CO,Passenger,0,2,2,42,44,4.55
February 28 2017,DeKalb,GA,Passenger,1,0,1,85,86,1.16
December 31 2024,Cuyahoga,OH,Passenger,1,0,1,32,33,3.03
April 30 2022,Alexandria,VA,Passenger,4,0,4,114,118,3.39
June 30 2020,Sarasota,FL,Passenger,2,0,2,40,42,4.76
November 30 2021,Botetourt,VA,Passenger,1,0,1,0,1,100.00
October 31 2024,Prince George,VA,Passenger,2,0,2,42,44,4.55
April 30 2021,Multnomah,OR,Passenger,3,5,8,713,721,1.11
May 31 2021,Prince William,VA,Passenger,1,3,4,224,228,1.75
October 31 2020,Klickitat,WA,Passenger,59,44,103,14994,15097,0.68
December 31 2017,Ferry,WA,Truck,0,0,0,3523,3523,0.00
June 30 2023,Onslow,NC,Passenger,0,1,1,141,142,0.70
September 30 2019,Pend Oreille,WA,Truck,0,0,0,5709,5709,0.00
March 31 2023,Pima,AZ,Passenger,1,0,1,239,240,0.42
May 31 2023,Mohave,AZ,Passenger,1,0,1,44,45,2.22
September 30 2021,New Haven,CT,Passenger,0,2,2,31,33,6.06
May 31 2023,Charles,MD,Passenger,1,1,2,55,57,3.51
October 31 2019,Polk,FL,Passenger,1,0,1,78,79,1.27
September 30 2020,Powhatan,VA,Passenger,1,0,1,1,2,50.00
July 31 2023,Island,WA,Passenger,1111,440,1551,60666,62217,2.49
May 31 2023,Walla Walla,WA,Truck,5,0,5,13751,13756,0.04
July 31 2019,Wahkiakum,WA,Passenger,2,2,4,3006,3010,0.13
February 28 2021,Orange,FL,Passenger,2,0,2,117,119,1.68
January 31 2022,Columbia,WA,Truck,0,0,0,1555,1555,0.00
November 30 2019,Sacramento,CA,Passenger,0,1,1,309,310,0.32
July 31 2018,Kitsap,WA,Truck,1,0,1,53370,53371,0.00
February 29 2024,DuPage,IL,Passenger,3,1,4,34,38,10.53
May 31 2021,Norfolk,VA,Passenger,2,3,5,314,319,1.57
March 31 2022,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
March 31 2024,Essex,NJ,Passenger,2,1,3,8,11,27.27
December 31 2017,San Juan,WA,Truck,0,0,0,5603,5603,0.00
February 28 2022,Pinellas,FL,Passenger,0,1,1,99,100,1.00
June 30 2018,Collin,TX,Passenger,1,0,1,171,172,0.58
February 28 2023,Burlington,NJ,Passenger,2,2,4,94,98,4.08
December 31 2018,Montgomery,PA,Passenger,2,0,2,35,37,5.41
June 30 2024,Pettis,MO,Passenger,1,0,1,4,5,20.00
April 30 2021,Sevier,AR,Passenger,0,1,1,0,1,100.00
January 31 2017,Prince William,VA,Passenger,0,4,4,282,286,1.40
June 30 2024,Solano,CA,Passenger,5,0,5,134,139,3.60
October 31 2020,Spokane,WA,Truck,0,0,0,100146,100146,0.00
March 31 2021,Stevens,WA,Truck,0,0,0,18783,18783,0.00
July 31 2022,Yakima,WA,Passenger,353,197,550,166485,167035,0.33
July 31 2023,Walla Walla,WA,Truck,6,0,6,13663,13669,0.04
October 31 2019,Columbia,WA,Passenger,3,2,5,2436,2441,0.20
January 31 2019,Whatcom,WA,Passenger,779,374,1153,149645,150798,0.76
September 30 2017,Allegheny,PA,Passenger,1,0,1,89,90,1.11
November 30 2021,Carson City,NV,Passenger,1,0,1,10,11,9.09
September 30 2023,Sarpy,NE,Passenger,1,0,1,62,63,1.59
May 31 2017,Mercer,NJ,Passenger,0,1,1,18,19,5.26
February 29 2024,Middlesex,NJ,Passenger,1,0,1,19,20,5.00
February 29 2020,Putnam,TN,Passenger,0,1,1,3,4,25.00
May 31 2022,Honolulu,HI,Passenger,5,5,10,412,422,2.37
August 31 2023,Wichita,TX,Passenger,1,0,1,35,36,2.78
July 31 2018,Twin Falls,ID,Passenger,0,1,1,25,26,3.85
August 31 2022,Sevier,AR,Passenger,0,1,1,0,1,100.00
September 30 2018,Frederick,MD,Passenger,0,1,1,84,85,1.18
May 31 2019,Lewis,WA,Passenger,97,95,192,59015,59207,0.32
February 28 2023,Snohomish,WA,Truck,121,0,121,122027,122148,0.10
June 30 2022,Island,WA,Truck,4,0,4,21296,21300,0.02
August 31 2022,Prince George's,MD,Passenger,3,1,4,141,145,2.76
January 31 2024,New Castle,DE,Passenger,1,0,1,16,17,5.88
February 28 2021,Monterey,CA,Passenger,0,2,2,161,163,1.23
July 31 2022,Hudson,NJ,Passenger,2,0,2,40,42,4.76
September 30 2021,Yavapai,AZ,Passenger,0,1,1,43,44,2.27
February 28 2022,Lexington,SC,Passenger,1,0,1,25,26,3.85
June 30 2021,Pennington,SD,Passenger,1,0,1,32,33,3.03
October 31 2022,Albemarle,VA,Passenger,2,0,2,22,24,8.33
May 31 2022,Montgomery,AL,Passenger,2,1,3,35,38,7.89
September 30 2019,Cowlitz,WA,Passenger,106,106,212,73285,73497,0.29
April 30 2020,King,WA,Passenger,24069,7655,31724,1384949,1416673,2.24
February 28 2023,Skagit,WA,Passenger,982,375,1357,89060,90417,1.50
January 31 2022,Howard,MD,Passenger,0,2,2,67,69,2.90
July 31 2017,Collin,TX,Passenger,0,1,1,148,149,0.67
January 31 2024,Kootenai,ID,Truck,1,0,1,26,27,3.70
December 31 2019,Howard,MD,Passenger,0,1,1,85,86,1.16
August 31 2022,Douglas,NE,Passenger,1,2,3,45,48,6.25
December 31 2024,Benton,WA,Truck,73,0,73,41530,41603,0.18
October 31 2017,Alameda,CA,Passenger,0,1,1,359,360,0.28
September 30 2019,Tarrant,TX,Passenger,3,0,3,204,207,1.45
February 28 2023,Washington,MD,Passenger,2,0,2,14,16,12.50
February 28 2023,Jefferson,IL,Passenger,1,0,1,1,2,50.00
August 31 2021,Klickitat,WA,Passenger,82,52,134,15338,15472,0.87
November 30 2018,Orange,CA,Passenger,5,2,7,570,577,1.21
March 31 2019,Wahkiakum,WA,Truck,0,0,0,1725,1725,0.00
November 30 2022,Mohave,AZ,Passenger,1,0,1,50,51,1.96
December 31 2024,Pend Oreille,WA,Passenger,52,19,71,8283,8354,0.85
December 31 2023,Whatcom,WA,Passenger,2960,1055,4015,147838,151853,2.64
May 31 2018,Grays Harbor,WA,Passenger,50,54,104,46398,46502,0.22
June 30 2020,Washington,OR,Passenger,1,0,1,469,470,0.21
May 31 2021,Montgomery,PA,Passenger,1,0,1,25,26,3.85
April 30 2024,Pima,AZ,Passenger,1,0,1,176,177,0.56
February 29 2024,Middlesex,MA,Passenger,3,0,3,85,88,3.41
December 31 2023,Onslow,NC,Passenger,0,1,1,129,130,0.77
July 31 2017,Albemarle,VA,Passenger,0,1,1,32,33,3.03
May 31 2024,Washtenaw,MI,Passenger,0,2,2,22,24,8.33
May 31 2024,Mason,WA,Truck,23,0,23,20454,20477,0.11
January 31 2023,Okaloosa,FL,Passenger,0,3,3,102,105,2.86
November 30 2024,Pettis,MO,Passenger,1,0,1,3,4,25.00
February 29 2024,Platte,MO,Passenger,2,0,2,18,20,10.00
October 31 2024,Wasco,OR,Passenger,0,1,1,16,17,5.88
January 31 2023,Franklin,WA,Truck,4,0,4,20944,20948,0.02
June 30 2023,Rockdale,GA,Passenger,1,0,1,8,9,11.11
February 29 2024,Horry,SC,Passenger,1,0,1,8,9,11.11
July 31 2021,Bexar,TX,Passenger,2,4,6,568,574,1.05
January 31 2017,Jefferson,NY,Passenger,1,1,2,251,253,0.79
August 31 2024,Pacific,WA,Truck,12,0,12,7730,7742,0.15
May 31 2024,Hardin,KY,Passenger,1,0,1,61,62,1.61
October 31 2021,Jefferson,IL,Passenger,1,0,1,1,2,50.00
August 31 2019,Whatcom,WA,Passenger,902,448,1350,151116,152466,0.89
December 31 2019,Clark,NV,Passenger,4,3,7,737,744,0.94
March 31 2023,Columbia,WA,Passenger,8,1,9,2405,2414,0.37
September 30 2024,Columbia,WA,Passenger,11,0,11,2378,2389,0.46
September 30 2022,Eagle,CO,Passenger,1,0,1,7,8,12.50
June 30 2022,Oldham,KY,Passenger,0,1,1,5,6,16.67
September 30 2019,Mason,WA,Passenger,133,126,259,47421,47680,0.54
December 31 2021,Jefferson,WA,Passenger,381,196,577,24716,25293,2.28
September 30 2018,Duval,FL,Passenger,1,2,3,383,386,0.78
January 31 2022,Yavapai,AZ,Passenger,0,1,1,40,41,2.44
June 30 2019,Clark,WA,Truck,0,0,0,80296,80296,0.00
June 30 2024,Sarasota,FL,Passenger,1,0,1,18,19,5.26
August 31 2022,Loudoun,VA,Passenger,2,1,3,65,68,4.41
January 31 2020,Thurston,WA,Passenger,1091,715,1806,199081,200887,0.90
May 31 2018,Skamania,WA,Passenger,12,9,21,8701,8722,0.24
October 31 2018,San Diego,CA,Passenger,9,3,12,2564,2576,0.47
May 31 2018,District of Columbia,DC,Passenger,0,2,2,187,189,1.06
December 31 2021,Columbia,WA,Truck,0,0,0,1553,1553,0.00
June 30 2021,Broward,FL,Passenger,2,0,2,119,121,1.65
December 31 2017,Dale,AL,Passenger,0,1,1,62,63,1.59
July 31 2020,Tarrant,TX,Passenger,1,0,1,181,182,0.55
July 31 2022,Clark,WA,Passenger,4221,1806,6027,315012,321039,1.88
July 31 2018,Okanogan,WA,Truck,0,0,0,16424,16424,0.00
January 31 2019,Ventura,CA,Passenger,0,2,2,334,336,0.60
July 31 2020,Monterey,CA,Passenger,0,2,2,174,176,1.14
November 30 2023,Placer,CA,Passenger,2,0,2,72,74,2.70
September 30 2018,Maui,HI,Passenger,1,0,1,56,57,1.75
March 31 2023,Williamsburg,VA,Passenger,0,1,1,7,8,12.50
November 30 2024,Orange,NC,Passenger,1,0,1,4,5,20.00
August 31 2023,Clark,WA,Passenger,6350,2426,8776,313064,321840,2.73
January 31 2019,Snohomish,WA,Passenger,3074,1479,4553,528083,532636,0.85
March 31 2017,Orange,CA,Passenger,2,1,3,673,676,0.44
November 30 2021,Columbia,OR,Passenger,1,0,1,24,25,4.00
January 31 2024,Honolulu,HI,Passenger,6,2,8,296,304,2.63
November 30 2022,Snohomish,WA,Truck,78,0,78,122571,122649,0.06
October 31 2024,Pulaski,MO,Passenger,2,0,2,77,79,2.53
September 30 2022,Tarrant,TX,Passenger,4,0,4,127,131,3.05
November 30 2023,Cook,IL,Passenger,3,3,6,162,168,3.57
March 31 2022,Hamilton,IN,Passenger,1,0,1,29,30,3.33
September 30 2019,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
November 30 2020,Ramsey,MN,Passenger,1,0,1,43,44,2.27
August 31 2019,Mercer,NJ,Passenger,0,1,1,16,17,5.88
August 31 2021,Washington,MD,Passenger,2,0,2,11,13,15.38
September 30 2020,Vigo,IN,Passenger,1,0,1,6,7,14.29
July 31 2017,Klickitat,WA,Passenger,23,24,47,14805,14852,0.32
January 31 2023,San Juan,WA,Passenger,569,174,743,13857,14600,5.09
May 31 2020,El Paso,CO,Passenger,3,1,4,729,733,0.55
July 31 2021,El Dorado,CA,Passenger,1,0,1,36,37,2.70
August 31 2022,Harrison,MS,Passenger,1,0,1,51,52,1.92
March 31 2024,Lincoln,WA,Passenger,26,26,52,7583,7635,0.68
July 31 2022,Kootenai,ID,Passenger,0,1,1,179,180,0.56
May 31 2022,Boulder,CO,Passenger,2,0,2,49,51,3.92
November 30 2022,St. Clair,IL,Passenger,1,0,1,128,129,0.78
October 31 2017,Arlington,VA,Passenger,1,2,3,180,183,1.64
June 30 2022,Carroll,MD,Passenger,0,1,1,17,18,5.56
May 31 2018,Queens,NY,Passenger,1,0,1,65,66,1.52
March 31 2024,Virginia Beach,VA,Passenger,3,3,6,447,453,1.32
August 31 2017,Santa Rosa,FL,Passenger,1,0,1,113,114,0.88
May 31 2021,Dakota,MN,Passenger,0,1,1,28,29,3.45
April 30 2023,Maui,HI,Passenger,1,0,1,19,20,5.00
November 30 2021,Skagit,WA,Passenger,668,298,966,91180,92146,1.05
November 30 2022,Walla Walla,WA,Truck,3,0,3,13897,13900,0.02
May 31 2019,Fulton,GA,Passenger,1,3,4,108,112,3.57
October 31 2022,Providence,RI,Passenger,1,0,1,21,22,4.55
April 30 2023,Okanogan,WA,Truck,3,0,3,16448,16451,0.02
March 31 2022,Marion,IN,Passenger,1,0,1,52,53,1.89
August 31 2020,Asotin,WA,Truck,0,0,0,6665,6665,0.00
September 30 2020,Mercer,NJ,Passenger,0,1,1,13,14,7.14
July 31 2017,Okanogan,WA,Passenger,4,18,22,25626,25648,0.09
June 30 2018,Nassau,NY,Passenger,2,0,2,39,41,4.88
August 31 2019,Penobscot,ME,Passenger,0,1,1,14,15,6.67
June 30 2019,Sedgwick,KS,Passenger,1,1,2,107,109,1.83
November 30 2022,Kings,CA,Passenger,2,1,3,297,300,1.00
October 31 2020,Alexandria,VA,Passenger,3,0,3,132,135,2.22
July 31 2019,Solano,CA,Passenger,1,0,1,220,221,0.45
March 31 2020,Salt Lake,UT,Passenger,1,0,1,212,213,0.47
August 31 2022,Kittitas,WA,Truck,3,0,3,14607,14610,0.02
May 31 2021,Essex,MA,Passenger,1,0,1,22,23,4.35
December 31 2023,Carroll,MD,Passenger,0,1,1,16,17,5.88
October 31 2018,Monroe,IL,Passenger,1,0,1,3,4,25.00
July 31 2023,Grays Harbor,WA,Passenger,317,194,511,48181,48692,1.05
July 31 2021,Benton,WA,Truck,0,0,0,43632,43632,0.00
January 31 2021,Allegheny,PA,Passenger,2,1,3,78,81,3.70
June 30 2024,Contra Costa,CA,Passenger,3,0,3,136,139,2.16
May 31 2023,Boulder,CO,Passenger,2,0,2,38,40,5.00
January 31 2018,Hardin,KY,Passenger,0,1,1,114,115,0.87
April 30 2023,Pierce,WA,Passenger,7118,2661,9779,531312,541091,1.81
November 30 2024,Yakima,WA,Truck,26,0,26,59459,59485,0.04
September 30 2023,Wayne,MI,Passenger,0,1,1,43,44,2.27
February 28 2022,Sonoma,CA,Passenger,0,1,1,90,91,1.10
September 30 2024,Atlantic,NJ,Passenger,1,0,1,7,8,12.50
September 30 2017,Canyon,ID,Passenger,0,1,1,100,101,0.99
July 31 2020,Thurston,WA,Truck,0,0,0,55849,55849,0.00
February 28 2019,Denver,CO,Passenger,1,0,1,135,136,0.74
February 28 2019,Montgomery,PA,Passenger,2,0,2,36,38,5.26
February 28 2021,Suffolk,MA,Passenger,0,2,2,38,40,5.00
December 31 2021,Williamsburg,VA,Passenger,0,1,1,6,7,14.29
September 30 2019,Nassau,NY,Passenger,4,0,4,42,46,8.70
May 31 2018,Beaufort,SC,Passenger,1,0,1,41,42,2.38
June 30 2018,Cook,IL,Passenger,1,0,1,267,268,0.37
May 31 2021,Montgomery,OH,Passenger,0,1,1,59,60,1.67
February 28 2023,DeKalb,GA,Passenger,2,0,2,51,53,3.77
August 31 2022,Columbia,WA,Truck,0,0,0,1571,1571,0.00
March 31 2023,Nassau,NY,Passenger,4,0,4,27,31,12.90
July 31 2021,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
September 30 2020,San Juan,WA,Passenger,331,101,432,13893,14325,3.02
August 31 2021,Anne Arundel,MD,Passenger,3,1,4,376,380,1.05
April 30 2018,Prince George,VA,Passenger,0,1,1,70,71,1.41
December 31 2023,Clackamas,OR,Passenger,0,1,1,106,107,0.93
January 31 2019,Nassau,NY,Passenger,3,0,3,38,41,7.32
April 30 2018,Nantucket,MA,Passenger,1,0,1,4,5,20.00
June 30 2023,Sacramento,CA,Truck,1,0,1,32,33,3.03
October 31 2022,Pierce,WA,Passenger,5728,2433,8161,539022,547183,1.49
November 30 2023,Spokane,WA,Passenger,2778,1341,4119,322177,326296,1.26
July 31 2023,Franklin,WA,Truck,6,0,6,20886,20892,0.03
February 28 2018,Multnomah,OR,Passenger,3,4,7,859,866,0.81
February 28 2017,Adams,WA,Truck,0,0,0,5070,5070,0.00
September 30 2018,Mecklenburg,NC,Passenger,1,0,1,86,87,1.15
May 31 2020,Botetourt,VA,Passenger,1,0,1,0,1,100.00
January 31 2024,Lincoln,WA,Passenger,23,27,50,7579,7629,0.66
April 30 2023,Wahkiakum,WA,Passenger,26,16,42,3046,3088,1.36
April 30 2018,Columbia,WA,Passenger,2,1,3,2414,2417,0.12
February 28 2022,Arlington,VA,Passenger,1,0,1,149,150,0.67
May 31 2017,Dakota,MN,Passenger,0,1,1,42,43,2.33
December 31 2021,Mohave,AZ,Passenger,1,0,1,60,61,1.64
March 31 2019,Mecklenburg,NC,Passenger,1,0,1,85,86,1.16
December 31 2024,Albemarle,VA,Passenger,2,0,2,16,18,11.11
July 31 2023,Santa Cruz,CA,Passenger,1,0,1,23,24,4.17
February 28 2023,Washoe,NV,Passenger,2,0,2,61,63,3.17
January 31 2020,Rockingham,NH,Passenger,1,0,1,29,30,3.33
June 30 2023,Mason,WA,Passenger,443,202,645,46237,46882,1.38
September 30 2024,Stevens,WA,Passenger,161,83,244,29227,29471,0.83
May 31 2019,Ventura,CA,Passenger,0,2,2,328,330,0.61
June 30 2023,Jefferson,WA,Truck,12,0,12,9327,9339,0.13
September 30 2017,District of Columbia,DC,Passenger,0,2,2,200,202,0.99
May 31 2022,Hawaii,HI,Passenger,1,0,1,43,44,2.27
March 31 2023,Wichita,TX,Passenger,1,0,1,38,39,2.56
October 31 2019,Whitman,WA,Passenger,38,45,83,22695,22778,0.36
May 31 2023,Kittitas,WA,Passenger,342,105,447,29371,29818,1.50
February 29 2020,Pacific,WA,Truck,0,0,0,7740,7740,0.00
April 30 2021,Lincoln,WA,Passenger,5,13,18,7743,7761,0.23
June 30 2024,Orange,CA,Passenger,5,1,6,290,296,2.03
October 31 2022,Cumberland,NC,Passenger,1,4,5,374,379,1.32
July 31 2023,Hennepin,MN,Passenger,1,0,1,47,48,2.08
September 30 2021,Baltimore,MD,Passenger,1,0,1,109,110,0.91
December 31 2024,Cowlitz,WA,Truck,33,0,33,26979,27012,0.12
March 31 2017,Portsmouth,VA,Passenger,0,1,1,67,68,1.47
February 28 2023,Leavenworth,KS,Passenger,1,1,2,92,94,2.13
January 31 2024,Washtenaw,MI,Passenger,0,2,2,23,25,8.00
January 31 2022,Botetourt,VA,Passenger,1,0,1,0,1,100.00
March 31 2018,Kitsap,WA,Passenger,741,420,1161,176852,178013,0.65
July 31 2017,Los Angeles,CA,Passenger,2,1,3,1312,1315,0.23
February 29 2020,Snohomish,WA,Truck,0,0,0,123682,123682,0.00
December 31 2017,Chelan,WA,Truck,0,0,0,21612,21612,0.00
June 30 2020,Klickitat,WA,Truck,0,0,0,8096,8096,0.00
December 31 2021,Washington,MD,Passenger,2,0,2,12,14,14.29
September 30 2022,Chesapeake,VA,Passenger,3,1,4,356,360,1.11
April 30 2021,Montgomery,AL,Passenger,1,0,1,39,40,2.50
September 30 2017,Pinal,AZ,Passenger,2,0,2,236,238,0.84
November 30 2024,Providence,RI,Passenger,1,0,1,18,19,5.26
October 31 2018,San Francisco,CA,Passenger,1,2,3,118,121,2.48
May 31 2024,Yolo,CA,Passenger,3,0,3,22,25,12.00
October 31 2017,Volusia,FL,Passenger,0,1,1,42,43,2.33
